Country,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
St. Lucia,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.3607448969,0.6799621941,0.9394586034,1.0590485772,1.2404355887,1.4819205691,1.5912620618,1.6996204181,8.9182570985,61.0903705532,61.7242454058,63.9273937377,63.2327756554,87.0889195642,102.5910774569,110.0198309154,113.7404098309,122.997659676
St. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0648448356,0.0768155778,0.1387745284,0.1989138379,0.2591416857,0.3204326767,0.6950429537,1.3164115733,2.188319693,6.9378721513,9.2297734628,58.0606161286,66.319105429,64.9349455197,80.4586936962,101.3121217678,119.1613695067,110.8402200075,120.5409162833,120.5221048782
St.-Pierre-et-Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4459555442,0.8528145762,1.3883735136,1.416037474,1.407301078,1.5127067366,5.8613047823,8.9037779843,13.3158008622,25.1706626246,47.4412087579,68.2034442739,82.7846338562,91.4349386337,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,0,,3.6335742258,5.1796955933,7.4785483744,9.112859257,8.8002471329,9.0117728266,18.9562635606,36.0815035215,53.780546594,57.5609047671,59.3217939188,58.249750112,57.4826727676,56.5987921191,56.6062302659,56.4388686426,78.2165523431,95.5036831532,96.9968922433,111.7535843706
Sao Tome and Principe,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3583880462,3.2552452749,5.152650172,7.831767373,11.8887526618,19.1273568419,31.5610689888,39.3809802172,62.1111628385,68.2612771917
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,0.0920190299,0.0919689085,0.0920817438,0.089990113,0.0880838244,0.0865678898,1.015284034,1.7458298851,3.2576851767,4.2731053184,6.8638665788,12.2265343802,23.3329366831,32.4084524252,39.5272512212,58.9164995502,79.4372904287,111.3543131133,137.5797633009,167.3474552769,187.8614596296,191.2426941707
Senegal,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001203467,0.001457739,0.0164341579,0.078772725,0.304215645,0.9484913064,2.632596602,3.092693077,5.5216830084,7.5978475729,10.5971128733,15.9135452581,26.7031641116,31.6419282452,45.7205121216,57.0047819977,67.1055133263,73.2549596806
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7957556465,67.8489956651,82.0099803558,104.3840309503,118.6678016809,122.1336958448,122.0803535096,125.3928740014
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia excluding Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668851582,1.381566747,2.9474650751,6.7403472772,20.9690271173,32.9935820042,46.0644950649,55.4699900794,60.2853294146,65.7973399814,70.4153844312,83.4490040455,90.942041777,109.2417726253,128.5656199538,135.9104463811,145.7130031423
Sierra Leone,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2881889593,0.6249056078,1.4870664064,2.3935205348,,,,14.1650066289,17.9753530256,20.2115487047,34.0858581865,35.6315963055
Singapore,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,,,,,0.3758761591,0.8931904546,1.7147645845,2.6425850913,3.7609396332,5.444999422,6.9600051514,8.788875696,12.0510426706,23.118250423,29.1045853481,42.4169107911,70.0992524175,75.1477785738,82.1632367504,87.5417579325,95.9266450938,102.7801459869,108.5861420355,129.2090940379,134.4197328872,139.1082457394,145.1827199416,149.4853538008
Slovak Republic,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022483408,0.0289189778,0.0585697474,0.1110619868,0.2293768512,0.5325966904,3.7132448777,8.6233644174,12.2945559906,23.0115017174,39.7135773791,54.0550190619,68.0098025912,79.0038103323,83.8404090779,90.2457008529,111.7306582576,101.4470612191,100.8391648667,108.4746048191,109.3494802707
Slovenia,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027024206,0.1800486543,0.3329542777,0.833370753,1.3885123881,2.0900456914,4.7379862382,8.1649666214,31.8511908425,61.226822121,73.9336194952,83.7251088349,87.2003273122,92.5262730617,87.8700394189,90.6656674488,95.8290949117,101.8198151595,103.7743819292,104.5460368137,106.5619269076
Solomon Islands,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415465711,0.0645335069,0.0919852714,0.1747624903,0.1814394194,0.2748807299,0.2816026149,0.2301109863,0.231192737,0.2385539132,0.6565715149,1.2771256159,1.4492753623,2.1954117908,5.8798050257,9.5397090389,27.8733731241,49.7715778781
Somalia,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0812223705,1.1188744912,1.2834904368,2.5056518109,6.1192776951,5.9809621191,6.4346322672,6.8701034054,7.0273675055,7.0286259157,6.9468319788,6.853706228
Somaliland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110659342,0.0154373386,0.0188374262,0.032374249,0.1009859052,0.8386357311,1.2921956215,2.259592837,4.282380047,7.6684041412,11.7542193637,18.630315471,23.7653679831,29.7769844686,36.1559228677,44.1254909567,71.0566596587,82.0634180434,86.604970896,91.2420543631,93.3358736921,100.4770986637,126.8331904544
South Ossetia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,0,,,,,0,,,,,0,0,0,0,0,0,0,0,,,,0.0044057029,0.0108602741,0.0300114355,0.0767320687,0.1406561695,0.2782277183,0.4612763003,0.6562219476,1.047672707,2.3967306125,7.5852285408,10.9513850661,16.2013355151,37.5572399848,60.2283155198,72.7444298711,81.0618133914,88.5347670541,90.3830825788,98.3838717067,103.8102101539,108.5598895391,109.9168374043,111.9324981732,111.9887152348,114.233016779
Sri Lanka,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058256746,0.0102605811,0.014903385,0.0819329916,0.1613181409,0.2814997977,0.3872774909,0.6234338929,0.9411188867,1.3791159751,2.2950123883,3.5285343451,4.8677658981,7.193668429,11.2753181901,16.9422648395,26.9787514449,39.3813292434,54.1299345568,78.887730318,83.2183817899,87.0472988056
Sudan,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071130408,0.0119746327,0.026421438,0.038958687,0.0672756006,0.2966839202,0.5326597445,1.4388198835,2.7958827577,4.7589814404,11.8955513064,20.3550955964,28.9543046698,36.1123014572,41.5440290021,56.2536176069
Suriname,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2539727415,0.321319129,0.3869976142,0.5467349784,0.5040662385,1.3227664691,3.800885715,8.7926211213,18.3764899214,22.5694184099,34.6183237469,43.1474993715,46.622831438,63.3772550915,74.4899399376,127.5770483783,146.9454334909,169.6414275803,178.8753331482
Svalbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4568837804,1.3356561029,3.1019935479,5.1158840759,6.2801481746,7.807304698,13.2361223821,18.101038185,22.3692828587,33.5390690437,46.2160014743,56.8695034429,61.1945810316,63.7015615002
Sweden,0,,,,,0,,,,,0,0,0,0,0,0,0.2447571697,0.3272413528,0.4359282519,0.6949586042,0.8742104562,1.3440889095,2.0563034914,2.8735085101,4.1031057571,5.388587621,6.5941495897,7.5587732065,8.8626775883,15.7110781645,22.7485170697,28.1664001295,35.7919993531,46.4154801105,57.9046317718,71.9208799216,80.8604507232,89.2962357969,98.4959585433,97.850682198,100.8268041591,105.6793492519,110.42941812,108.4133243375,112.1241183919,116.0529770343,118.5711257806
Switzerland,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0838338225,0.4682348863,1.0990605061,1.8737175478,2.5898265071,3.155839119,3.7395596107,4.7716437387,6.3710782991,9.3855894727,14.7293068751,23.8799018354,42.841815731,64.7123121558,73.1936808432,79.0671642563,84.6986989875,85.240675099,92.1675866253,99.5689409307,109.1372821229,117.4761171097,122.324129328,125.8319005031,130.0623629359
Syria,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256857567,0.1876344635,1.2154415037,2.3580848531,6.7752598841,13.0298608754,15.9596436336,24.7083529084,32.2684394942,35.8285021031,49.9750146394,57.8092193833,63.1668574991
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017405151,0.0053825106,0.0069678596,0.0102387379,0.018792099,0.026152864,0.2099968357,0.7514450685,2.1123058243,4.1064643497,32.9520399152,32.2930410606,54.8989929785,72.2352687963,86.3665577934,90.6412221487
Tanzania,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012764835,0.0116885898,0.0293602134,0.0639393273,0.1171397246,0.1534763138,0.3246885165,0.7891841335,1.6935996696,3.5282975032,5.1393409777,7.6330719478,14.0493310612,20.0934129424,30.7724412611,40.1369124841,46.7958949204,55.5328770397
Thailand,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0015391895,0.010818748,0.0317190413,0.0709532187,0.1107775017,0.2140837776,0.4303646711,0.7048725135,1.2469546325,2.175729395,3.0612093678,3.6168870743,3.2062029196,3.7485210982,4.8388862271,11.8155437437,15.7349764973,33.3915993656,41.4448989798,46.6825324948,60.531168865,78.1368245957,90.5800379452,95.9919015659,103.6195849804,113.1610258585
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2.1537080543,2.640797352,3.2732660509,4.7276452668,7.3734174232,11.5769498282,31.9024590708,53.4172925811,53.2269806575
Togo,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688608801,0.1666602595,0.3655321266,1.0430782993,1.9284868361,3.2694644282,4.7118206231,6.288726017,8.0183334307,12.8031063085,21.057116539,26.8233637196,37.0617800256,40.685387931,50.4457080987
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3128030279,0.3139423677,0.1242866464,0.1340676113,0.1436914329,0.1837953745,0.2396523011,3.3860660455,11.2383226803,16.3532297629,29.5979232309,29.5824145535,45.4994425646,49.0447964241,51.1983307412,52.182436718,52.6270464745
Transnistria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347972976,0.1035053208,0.1350123433,0.2074221868,0.5036295734,0.7513884609,1.3438288931,2.052995327,3.0041084149,12.527301406,19.746607842,20.1887557853,25.7530827332,49.6854928423,70.2531424236,115.0241817364,113.8894085415,135.6923909124,138.1633839663,141.2068149374,135.5665317339
Tunisia,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,0.0029119412,0.005093962,0.00790354,0.0116005736,0.014792993,0.0231461912,0.0261619045,0.0307537949,0.0356442482,0.0717961519,0.0835546068,0.4209053469,0.5902089486,1.2601895683,4.0769906896,5.9614206917,19.7232513695,38.0649233152,57.3109429532,73.2598330657,77.4169210832,83.9454589368,94.5194585401,106.0421332679,116.9302373963
Turkey,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0007242992,0.0099339514,0.0188337465,0.0293341442,0.0587637955,0.0868512307,0.1096102273,0.1478002418,0.3018047971,0.7426018968,1.3478975904,2.6484432372,5.6786121702,12.9545032863,25.3558810447,30.3244605764,35.6371041756,42.0376444882,51.6205406077,63.9960758512,76.2525371926,88.5460329222,92.8097126307,87.3804648184,84.9040013498,88.704648787
Turkmenistan,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576569462,0.0682548353,0.0898992162,0.1666141277,0.1795578259,0.177670321,0.1976586476,1.0666902857,2.2115324467,4.5163454812,7.8551622269,23.0796788221,42.8319375252,63.4198169574,68.7716551874
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1834957495,13.4103569218,16.4406083025,18.4388444991,,10.1978380583,16.2816729419,21.6309535899
Uganda,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083865091,0.018627531,0.0226007241,0.131643366,0.2399996627,0.5241497172,1.1347980548,1.5247885035,2.9133693674,4.2331610277,4.6262550119,6.8396351124,13.8275956459,27.2974791598,28.9908563448,38.3796130542,48.3841688037
Ukraine,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001260993,0.009731899,0.027385619,0.0590861465,0.1136209286,0.2316480354,0.4386957318,1.674154222,4.5917019075,7.6879407653,13.639747878,29.0532572541,63.9620379599,105.3323592563,119.3557137072,121.0688372899,120.1855036234,118.6392243376,122.9622918076
United Arab Emirates,,,,,,,,,,,,,,,,,,0.2013244209,0.2928462204,0.3859234877,0.5873980726,0.7832512591,0.9039532378,0.8579016259,1.4594858978,1.8565310327,2.2519494065,2.4288328008,3.3268542643,4.0971258139,5.4914140238,7.8348961978,11.8460643052,17.9015981509,28.7282044626,47.0782672505,60.6235711746,74.6021972593,87.3968489476,100.6854760005,111.421826931,118.3704689615,143.0293101098,150.770153109,153.7997194045,145.4535397494,148.6188562962
United Kingdom,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.0884691003,0.2295888615,0.510980279,0.9841467837,1.7087823685,1.9470597597,2.1962840304,2.6197096489,3.9319271077,6.8120602374,9.8897602143,12.4634542323,15.1597844886,25.4376853136,46.3343195774,73.8049285733,78.3168332932,82.9592586083,91.027288664,99.6595977398,108.7519922478,115.7583013407,121.2494868924,125.2408107299,130.1742602853,130.7564224847,130.7519369069
United States,0,,,,,0,,,,,0,0,0,0,0,0,,,,0.0383593788,0.1410971093,0.280015091,0.5005083055,0.8331700865,1.3987783858,2.0853690025,2.9542342065,4.2716924763,6.1385203954,9.1602514269,12.685937768,16.3489358204,20.2874176204,25.0771064273,30.8080894227,38.7537915097,45.0016984727,49.1563501539,55.1466051507,62.8501119079,68.6273825426,76.6446034137,82.4719584424,85.6752030952,89.1491163403,89.8564509528,105.9136009481
Uruguay,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542827401,0.1564036909,0.213258458,1.2379471248,2.4211115779,3.0353583228,4.5996654977,9.6493201382,12.3765842559,15.639720766,15.4426908933,14.9717554927,18.0578659329,34.7603587508,70.0239011784,90.0703876568,104.8371367679,122.4629481642,131.7138577517,140.7518857944
USSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002273666,0.0040148012,0.0162788162,0.0407324962,0.0725505292,0.1111846696,0.1650589537,0.214436698,0.5111782404,0.7394650562,1.258616688,2.1164463244,2.7748429959,9.6528235262,21.4740939546,46.1557735361,60.5200378663,76.3426033921,91.6482143345
Wallis et Futuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389640435,0.0719112342,0.0896479861,0.118339136,0.1236330123,0.1655272872,0.1972184099,0.1846536952,2.5185680142,3.9006240999,5.1099187103,6.0103234361,6.9200959587,11.6918566219,15.7866348595,54.0878566235,119.0481158017,
Venezuela,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0096195829,0.0191916128,0.0377034964,0.0823300597,0.3807080831,0.8652555451,1.4789278283,1.8325467103,2.5854197438,4.6681024453,8.5797814222,15.8448515887,22.3718744435,26.0878828405,25.884568622,27.2575920021,32.1411523987,46.8634256924,69.2604196121,86.325388289,97.7078914949,98.6102937972,96.2052090181,97.7752677754
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,,,,0.221224551,5.3560208468,7.4962332919,7.7232733758,12.5342365673,15.9631812738,22.5912660483,27.3983379374,34.3496720019,45.7936963451,,
West Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Sahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011430594,0.0056849359,0.0171775579,0.0317532926,0.0917366352,0.2108194219,0.2891444338,0.42196329,1.0012429212,1.5712672245,2.363196559,3.3695001205,6.0294424482,11.5356757053,22.4708292229,52.9648278933,87.1095339915,113.0295214772,127.0030459845,143.3891011978
Virgin Islands (U.S.),0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,14.8281326747,23.1198905042,27.6967391706,32.2547944448,37.7094715156,41.4474952494,45.1787907113,58.7535462616,73.4251986504,,,,,,
North Yemen (former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Yemen (former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117511557,0.037280994,0.0563719544,0.0544620169,0.0560781774,0.0754609403,0.096585182,0.1608333652,0.180791422,0.8093558264,2.5842803608,3.4766842553,7.3703753953,11.0300662373,13.9880270969,19.8159292003,28.4841797893,35.6349611676,46.0866585505,47.0486147514
Yugoslavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173441071,0.0296989794,0.0483111279,0.0853124408,0.2834557469,0.968998669,1.1598280354,1.3007189153,2.2032752738,4.1488249818,8.2841455494,14.1558564796,21.8908497647,28.5873499105,34.6335269503,41.6163950684,60.5905591253
Zimbabwe,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474412856,0.1549535131,1.4026335331,2.129913185,2.4970308187,2.687060723,2.8831544326,3.37949799,5.1477699785,6.7770900316,9.8199658768,13.2892847095,31.9945691804,61.2498761082,72.1320945639
land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coastline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curaao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antarctica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Virgin Islands, British",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaiian Trade Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Pacific Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese Taipei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Eustatius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
